Temperature°C,150,300,600,900,1500,2500,4500
-29,19.8,51.7,103.4,155.1,258.6,430.9,775.7
38,19.8,51.7,103.4,155.1,258.6,430.9,775.7
50,19.5,51.7,103.4,155.1,258.6,430.9,775.7
100,17.7,51.5,103,154.6,257.6,429.4,773
150,15.8,50.3,100.3,150.6,250.8,418.2,752.8
200,13.8,48.6,97.2,145.8,243.4,405.4,729.8
250,12.1,46.3,92.7,139,231.8,386.2,694.8
300,10.2,42.9,85.7,128.6,214.4,357.1,642.6
325,9.3,41.4,82.6,124,206.6,344.3,619.6
350,8.4,40.3,80.4,120.7,201.1,335.3,603.3
375,7.4,38.9,77.6,116.5,194.1,323.2,581.8
400,6.5,36.5,73.3,109.8,183.1,304.9,548.5
425,5.5,35.2,70,105.1,175.1,291.6,524.7
450,4.6,33.7,67.7,101.4,169,281.8,507
475,3.7,31.7,63.4,95.1,158.2,263.9,474.8
500,2.8,28.2,56.5,84.7,140.9,235,423
538,1.4,18.4,36.9,55.3,92.2,153.7,276.6
550,1.4,15.6,31.3,46.9,78.2,130.3,234.5
575,1.4,10.5,21.1,31.6,52.6,87.7,157.9
600,1.4,6.9,13.8,20.7,34.4,57.4,103.3
625,1.4,4.5,8.9,13.4,22.3,37.2,66.9
650,1.1,2.8,5.7,8.5,14.2,23.6,42.6
